capture_device,year,size,make,type,emp
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D3000,2009.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D3000,2009.0,372.88,NIKON,dslr,10.0
SONY+DSLR-A100,2006.0,372.88,SONY,dslr,10.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+DSLR-A100,2006.0,372.88,SONY,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D3000,2009.0,372.88,NIKON,dslr,10.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D300,2007.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D300S,2009.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
PENTAX+K-x,2009.0,372.88,PENTAX,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D60,2008.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D5000,2009.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D80,2006.0,372.88,NIKON,dslr,10.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
NIKON+CORPORATION+NIKON+D200,2005.0,372.88,NIKON,dslr,10.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
SONY+SLT-A65V,2011.0,372.88,SONY,dslr,24.0
NIKON+CORPORATION+NIKON+D90,2008.0,372.88,NIKON,dslr,12.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-30,2012.0,372.09,PENTAX,dslr,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-01,2012.0,372.09,PENTAX,mrls,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
NIKON+CORPORATION+NIKON+D2X,2004.0,372.09,NIKON,dslr,12.0
PENTAX+K-5,2010.0,372.09,PENTAX,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+D5100,2011.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+D5100,2011.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D7000,2010.0,370.52,NIKON,dslr,16.0
NIKON+CORPORATION+NIKON+D40X,2007.0,369.72,NIKON,dslr,10.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
PENTAX+K200D,2008.0,368.95,PENTAX,dslr,10.0
PENTAX+K200D,2008.0,368.95,PENTAX,dslr,10.0
SONY+DSLR-A230,2009.0,368.95,SONY,dslr,10.0
PENTAX+Corporation+PENTAX+*ist+DL,2005.0,368.95,PENTAX,dslr,6.0
PENTAX+Corporation+PENTAX+K10D,2006.0,368.95,PENTAX,dslr,10.0
PENTAX+Corporation+PENTAX+K100D,2006.0,368.95,PENTAX,dslr,6.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
SONY+DSLR-A390,2010.0,368.95,SONY,dslr,14.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
DSLR-A390,2010.0,368.95,SONY,dslr,14.0
KONICA+MINOLTA+MAXXUM+7D,2004.0,368.95,MINOLTA,dslr,6.0
